Date,SP500,SP500_%Change
2001/7/24,1171.65,-1.627163044
2001/7/25,1190.49,1.607988734
2001/7/26,1202.93,1.044947879
2001/7/27,1205.82,0.240246731
2001/7/30,1204.52,-0.107810453
2001/7/31,1211.23,0.557068376
2001/8/1,1215.93,0.388035303
2001/8/2,1220.75,0.396404398
2001/8/3,1214.35,-0.524267868
2001/8/6,1200.48,-1.142174826
2001/8/7,1204.4,0.326536052
2001/8/8,1183.53,-1.732813019
2001/8/9,1183.43,-0.0084493
2001/8/10,1190.16,0.568685938
2001/8/13,1191.29,0.094945217
2001/8/14,1186.73,-0.382778333
2001/8/15,1178.02,-0.733949593
2001/8/16,1181.66,0.308993056
2001/8/17,1161.97,-1.666299951
2001/8/20,1171.41,0.812413401
2001/8/21,1157.26,-1.20794598
2001/8/22,1165.31,0.695608593
2001/8/23,1162.09,-0.276321322
2001/8/24,1184.93,1.965424365
2001/8/27,1179.21,-0.482728938
2001/8/28,1161.51,-1.50100491
2001/8/29,1148.6,-1.111484189
2001/8/30,1129.03,-1.703813338
2001/8/31,1133.58,0.403000806
2001/9/4,1132.94,-0.0564583
2001/9/5,1131.74,-0.105919113
2001/9/6,1106.4,-2.239030166
2001/9/7,1085.78,-1.863702097
2001/9/10,1092.54,0.622593896
2001/9/17,1038.77,-4.921558936
2001/9/18,1032.74,-0.580494238
2001/9/19,1016.1,-1.611247749
2001/9/20,984.54,-3.105993505
2001/9/21,965.8,-1.903426981
2001/9/24,1003.45,3.898322634
2001/9/25,1012.27,0.878967562
2001/9/26,1007.04,-0.516660575
2001/9/27,1018.61,1.148911662
2001/9/28,1040.94,2.1922031
2001/10/1,1038.55,-0.229600169
2001/10/2,1051.33,1.230561841
2001/10/3,1072.28,1.992713991
2001/10/4,1069.63,-0.247136942
2001/10/5,1071.38,0.163607977
2001/10/8,1062.44,-0.834437828
2001/10/9,1056.75,-0.535559655
2001/10/10,1080.99,2.293825408
2001/10/11,1097.43,1.52082813
2001/10/12,1091.65,-0.526685073
2001/10/15,1089.98,-0.152979435
2001/10/16,1097.54,0.693590708
2001/10/17,1077.09,-1.863257831
2001/10/18,1068.61,-0.787306539
2001/10/19,1073.48,0.455732213
2001/10/22,1089.9,1.52960465
2001/10/23,1084.78,-0.469767869
2001/10/24,1085.2,0.038717528
2001/10/25,1100.09,1.372097309
2001/10/26,1104.61,0.410875474
2001/10/29,1078.3,-2.381836123
2001/10/30,1059.79,-1.71659093
2001/10/31,1059.78,-0.000943583
2001/11/1,1084.1,2.294815905
2001/11/2,1087.2,0.28595148
2001/11/5,1102.84,1.438557763
2001/11/6,1118.86,1.452613253
2001/11/7,1115.8,-0.273492662
2001/11/8,1118.54,0.245563721
2001/11/9,1120.31,0.158241994
2001/11/12,1118.33,-0.176736796
2001/11/13,1139.09,1.856339363
2001/11/14,1141.21,0.186113477
2001/11/15,1142.24,0.09025508
2001/11/16,1138.65,-0.314294719
2001/11/19,1151.06,1.089887147
2001/11/20,1142.66,-0.729762132
2001/11/21,1137.03,-0.492709992
2001/11/23,1150.34,1.170593564
2001/11/26,1157.42,0.615470209
2001/11/27,1149.5,-0.684280555
2001/11/28,1128.52,-1.825141366
2001/11/29,1140.2,1.034983873
2001/11/30,1139.45,-0.065777934
2001/12/3,1129.9,-0.838123656
2001/12/4,1144.8,1.31870077
2001/12/5,1170.35,2.231830887
2001/12/6,1167.1,-0.277694707
2001/12/7,1158.31,-0.75314883
2001/12/10,1139.93,-1.586794554
2001/12/11,1136.76,-0.278087251
2001/12/12,1137.07,0.027270488
2001/12/13,1119.38,-1.555752944
2001/12/14,1123.09,0.331433472
2001/12/17,1134.36,1.003481466
2001/12/18,1142.92,0.754610529
2001/12/19,1149.56,0.580968047
2001/12/20,1139.93,-0.83771182
2001/12/21,1144.89,0.435114437
2001/12/24,1144.65,-0.020962713
2001/12/26,1149.37,0.412353121
2001/12/27,1157.13,0.675152475
2001/12/28,1161.02,0.336176575
2001/12/31,1148.08,-1.114537217
2002/1/2,1154.67,0.574001812
2002/1/3,1165.27,0.918011207
2002/1/4,1172.51,0.621315232
2002/1/7,1164.89,-0.649887847
2002/1/8,1160.71,-0.358832164
2002/1/9,1155.14,-0.479878695
2002/1/10,1156.55,0.122063127
2002/1/11,1145.6,-0.946781376
2002/1/14,1138.41,-0.627618715
2002/1/15,1146.19,0.683409317
2002/1/16,1127.57,-1.624512515
2002/1/17,1138.88,1.00304194
2002/1/18,1127.58,-0.992202866
2002/1/22,1119.31,-0.733429114
2002/1/23,1128.19,0.793345901
2002/1/24,1132.16,0.351891082
2002/1/25,1133.28,0.098925947
2002/1/28,1133.06,-0.019412678
2002/1/29,1100.64,-2.861278308
2002/1/30,1113.57,1.174771042
2002/1/31,1130.21,1.494293129
2002/2/1,1122.2,-0.708717849
2002/2/4,1094.44,-2.473712351
2002/2/5,1090.02,-0.403859508
2002/2/6,1083.51,-0.597236748
2002/2/7,1080.17,-0.308257423
2002/2/8,1096.22,1.485877223
2002/2/11,1111.94,1.434018719
2002/2/12,1107.5,-0.399302121
2002/2/13,1118.51,0.994130926
2002/2/14,1116.48,-0.181491448
2002/2/15,1104.18,-1.101676698
2002/2/19,1083.34,-1.887373435
2002/2/20,1097.98,1.351376299
2002/2/21,1080.95,-1.551030073
2002/2/22,1089.84,0.822424719
2002/2/25,1109.44,1.798429127
2002/2/26,1109.38,-0.005408134
2002/2/27,1109.89,0.045971624
2002/2/28,1106.73,-0.284712899
2002/3/1,1131.78,2.263424684
2002/3/4,1153.84,1.949142059
2002/3/5,1146.14,-0.667336892
2002/3/6,1162.77,1.450957126
2002/3/7,1157.54,-0.449788006
2002/3/8,1164.31,0.584860998
2002/3/11,1168.26,0.339256727
2002/3/12,1165.58,-0.22940099
2002/3/13,1154.09,-0.985775322
2002/3/14,1153.04,-0.090980773
2002/3/15,1166.16,1.137861653
2002/3/18,1165.55,-0.052308431
2002/3/19,1170.29,0.40667496
2002/3/20,1151.85,-1.575677823
2002/3/21,1153.59,0.151061336
2002/3/22,1148.7,-0.423894104
2002/3/25,1131.87,-1.4651345
2002/3/26,1138.49,0.584872821
2002/3/27,1144.58,0.534919059
2002/3/28,1147.39,0.245504901
2002/4/1,1146.55,-0.073209632
2002/4/2,1136.77,-0.852993764
2002/4/3,1125.4,-1.000202328
2002/4/4,1126.34,0.083525857
2002/4/5,1122.73,-0.320507129
2002/4/8,1125.29,0.22801564
2002/4/9,1117.8,-0.665606199
2002/4/10,1130.46,1.132581857
2002/4/11,1103.69,-2.368062559
2002/4/12,1111.01,0.663229711
2002/4/15,1102.55,-0.761469294
2002/4/16,1128.37,2.341843907
2002/4/17,1126.07,-0.203833849
2002/4/18,1124.47,-0.142087082
2002/4/19,1125.17,0.06225155
2002/4/22,1107.83,-1.541100456
2002/4/23,1100.96,-0.620131248
2002/4/24,1093.14,-0.710289202
2002/4/25,1091.48,-0.151856121
2002/4/26,1076.32,-1.388939788
2002/4/29,1065.46,-1.008993608
2002/4/30,1076.92,1.075591763
2002/5/1,1086.46,0.885859674
2002/5/2,1084.56,-0.174879885
2002/5/3,1073.43,-1.026222616
2002/5/6,1052.67,-1.933987312
2002/5/7,1049.49,-0.302088974
2002/5/8,1088.85,3.750393048
2002/5/9,1073.01,-1.454745833
2002/5/10,1054.99,-1.67938789
2002/5/13,1074.56,1.854993886
2002/5/14,1097.28,2.114353782
2002/5/15,1091.07,-0.565944882
2002/5/16,1098.23,0.656236538
2002/5/17,1106.59,0.76122488
2002/5/20,1091.88,-1.329308958
2002/5/21,1079.88,-1.099021871
2002/5/22,1086.02,0.568581694
2002/5/23,1097.08,1.018397451
2002/5/24,1083.82,-1.208662996
2002/5/28,1074.55,-0.855308077
2002/5/29,1067.66,-0.641198641
2002/5/30,1064.66,-0.28098833
2002/5/31,1067.14,0.232938215
2002/6/3,1040.68,-2.479524711
2002/6/4,1040.69,0.00096091
2002/6/5,1049.9,0.884989766
2002/6/6,1029.15,-1.976378703
2002/6/7,1027.53,-0.157411456
2002/6/10,1030.74,0.312399638
2002/6/11,1013.6,-1.662882977
2002/6/12,1020.26,0.657063931
2002/6/13,1009.56,-1.048752279
2002/6/14,1007.28,-0.22584096
2002/6/17,1036.17,2.868120086
2002/6/18,1037.14,0.093613982
2002/6/19,1019.99,-1.653585823
2002/6/20,1006.29,-1.343150423
2002/6/21,989.14,-1.704280078
2002/6/24,992.72,0.361930566
2002/6/25,976.14,-1.670158756
2002/6/26,973.53,-0.267379679
2002/6/27,990.64,1.757521597
2002/6/28,989.81,-0.08378422
2002/7/1,968.65,-2.137784019
2002/7/2,948.09,-2.122541682
2002/7/3,953.99,0.62230379
2002/7/5,989.03,3.672994476
2002/7/8,976.98,-1.218365469
2002/7/9,952.83,-2.471903212
2002/7/10,920.47,-3.396198692
2002/7/11,927.37,0.749617043
2002/7/12,921.39,-0.644834316
2002/7/15,917.93,-0.375519595
2002/7/16,901.05,-1.838920179
2002/7/17,906.04,0.553798346
2002/7/18,881.56,-2.701867467
2002/7/19,847.76,-3.834112256
2002/7/22,819.85,-3.292205341
2002/7/23,797.7,-2.701713728
2002/7/24,843.42,5.731477999
2002/7/25,838.68,-0.561997581
2002/7/26,852.84,1.688367435
2002/7/29,898.96,5.407813892
2002/7/30,902.78,0.424935481
2002/7/31,911.62,0.97919759
2002/8/1,884.66,-2.957372589
2002/8/2,864.24,-2.308231411
2002/8/5,834.6,-3.429602888
2002/8/6,859.57,2.991852384
2002/8/7,876.77,2.0010005
2002/8/8,905.46,3.272237873
2002/8/9,908.64,0.351202704
2002/8/12,903.8,-0.532664201
2002/8/13,884.21,-2.167514937
2002/8/14,919.62,4.004704765
2002/8/15,930.25,1.155912225
2002/8/16,928.77,-0.159097017
2002/8/19,950.72,2.363340763
2002/8/20,937.43,-1.397887917
2002/8/21,949.36,1.272628356
2002/8/22,962.7,1.405157159
2002/8/23,940.86,-2.268619508
2002/8/26,947.95,0.753565887
2002/8/27,934.82,-1.385094151
2002/8/28,917.87,-1.813183287
2002/8/29,917.8,-0.007626352
2002/8/30,916.07,-0.188494225
2002/9/3,878.02,-4.153612715
2002/9/4,893.41,1.752807453
2002/9/5,879.15,-1.596131675
2002/9/6,893.92,1.680031849
2002/9/9,902.96,1.011276177
2002/9/10,909.58,0.733144325
2002/9/11,909.45,-0.014292311
2002/9/12,886.91,-2.478421024
2002/9/13,889.81,0.326977935
2002/9/16,891.1,0.14497477
2002/9/17,873.52,-1.972842554
2002/9/18,869.46,-0.464786153
2002/9/19,843.32,-3.006463782
2002/9/20,845.39,0.245458426
2002/9/23,833.7,-1.38279374
2002/9/24,819.29,-1.728439487
2002/9/25,839.66,2.486299113
2002/9/26,854.95,1.820975157
2002/9/27,827.37,-3.225919644
2002/9/30,815.28,-1.461256753
2002/10/1,847.91,4.002305956
2002/10/2,827.91,-2.358740904
2002/10/3,818.95,-1.082243239
2002/10/4,800.58,-2.243116185
2002/10/7,785.28,-1.911114442
2002/10/8,798.55,1.689843113
2002/10/9,776.76,-2.728695761
2002/10/10,803.92,3.496575519
2002/10/11,835.32,3.90586128
2002/10/14,841.44,0.732653354
2002/10/15,881.27,4.733552006
2002/10/16,860.02,-2.411292793
2002/10/17,879.2,2.230180693
2002/10/18,884.39,0.590309372
2002/10/21,899.72,1.733398161
2002/10/22,890.16,-1.062552794
2002/10/23,896.14,0.671789341
2002/10/24,882.5,-1.522083603
2002/10/25,897.65,1.716713881
2002/10/28,890.23,-0.826602796
2002/10/29,882.15,-0.907630612
2002/10/30,890.71,0.970356515
2002/10/31,885.76,-0.555736435
2002/11/1,900.96,1.716040462
2002/11/4,908.35,0.820236193
2002/11/5,915.39,0.775031651
2002/11/6,923.76,0.914364369
2002/11/7,902.65,-2.2852256
2002/11/8,894.74,-0.876308647
2002/11/11,876.19,-2.073227977
2002/11/12,882.95,0.771522158
2002/11/13,882.53,-0.047567812
2002/11/14,904.27,2.46337235
2002/11/15,909.83,0.614860606
2002/11/18,900.36,-1.040853786
2002/11/19,896.74,-0.402061398
2002/11/20,914.15,1.941476905
2002/11/21,933.76,2.145162173
2002/11/22,930.55,-0.343771419
2002/11/25,932.88,0.250389555
2002/11/26,913.31,-2.097804648
2002/11/27,938.87,2.798611643
2002/11/29,936.31,-0.272668208
2002/12/2,934.53,-0.190107977
2002/12/3,920.75,-1.474538003
2002/12/4,917.57,-0.345370622
2002/12/5,906.55,-1.200998289
2002/12/6,912.23,0.626551211
2002/12/9,892,-2.217642481
2002/12/10,904.45,1.39573991
2002/12/11,904.96,0.05638786
2002/12/12,901.59,-0.37239215
2002/12/13,889.48,-1.3431826
2002/12/16,910.4,2.351935963
2002/12/17,902.99,-0.813927944
2002/12/18,891.12,-1.314521756
2002/12/19,884.25,-0.770939941
2002/12/20,895.75,1.300537178
2002/12/23,897.38,0.181970416
2002/12/24,892.47,-0.547148365
2002/12/26,889.66,-0.314856522
2002/12/27,875.4,-1.602859519
2002/12/30,879.39,0.455791638
2002/12/31,879.82,0.048897531
2003/1/2,909.03,3.319997272
2003/1/3,908.59,-0.048403243
2003/1/6,929.01,2.247438339
2003/1/7,922.93,-0.654460124
2003/1/8,909.93,-1.408557529
2003/1/9,927.58,1.939709648
2003/1/10,927.57,-0.001078074
2003/1/13,926.26,-0.141229233
2003/1/14,931.66,0.582989657
2003/1/15,918.22,-1.442586351
2003/1/16,914.6,-0.394241032
2003/1/17,901.78,-1.401705664
2003/1/21,887.62,-1.570227772
2003/1/22,878.36,-1.043239224
2003/1/23,887.34,1.022359852
2003/1/24,861.4,-2.923343927
2003/1/27,847.48,-1.615973996
2003/1/28,858.54,1.305045547
2003/1/29,864.36,0.677895031
2003/1/30,844.61,-2.284927576
2003/1/31,855.7,1.31303205
2003/2/3,860.32,0.539908847
2003/2/4,848.2,-1.408778129
2003/2/5,843.59,-0.543503891
2003/2/6,838.15,-0.644863026
2003/2/7,829.69,-1.009365865
2003/2/10,835.97,0.756909207
2003/2/11,829.2,-0.809837674
2003/2/12,818.68,-1.268692716
2003/2/13,817.37,-0.160013681
2003/2/14,834.89,2.143460122
2003/2/18,851.17,1.949957479
2003/2/19,845.13,-0.709611476
2003/2/20,837.1,-0.950149681
2003/2/21,848.17,1.32242265
2003/2/24,832.58,-1.838074914
2003/2/25,838.57,0.719450383
2003/2/26,827.55,-1.314141932
2003/2/27,837.28,1.175759773
2003/2/28,841.15,0.462210969
2003/3/3,834.81,-0.753730012
2003/3/4,821.99,-1.535678777
2003/3/5,829.85,0.956216012
2003/3/6,822.1,-0.933903718
2003/3/7,828.89,0.825933585
2003/3/10,807.48,-2.582972409
2003/3/11,800.73,-0.835934017
2003/3/12,804.19,0.432105704
2003/3/13,831.9,3.44570313
2003/3/14,833.27,0.164683255
2003/3/17,862.79,3.542669243
2003/3/18,866.45,0.424205195
2003/3/19,874.02,0.873679958
2003/3/20,875.67,0.188782865
2003/3/21,895.79,2.297669213
2003/3/24,864.23,-3.523147166
2003/3/25,874.74,1.216111452
2003/3/26,869.95,-0.547591284
2003/3/27,868.52,-0.164377263
2003/3/28,863.5,-0.57799475
2003/3/31,848.18,-1.77417487
2003/4/1,858.48,1.214364875
2003/4/2,880.9,2.611592582
2003/4/3,876.45,-0.505165172
2003/4/4,878.85,0.273831936
2003/4/7,879.93,0.122887865
2003/4/8,878.29,-0.186378462
2003/4/9,865.99,-1.400448599
2003/4/10,871.58,0.64550399
2003/4/11,868.3,-0.376328048
2003/4/14,885.23,1.94978694
2003/4/15,890.81,0.630344656
2003/4/16,879.91,-1.223605483
2003/4/17,893.58,1.553567979
2003/4/21,892.01,-0.175697755
2003/4/22,911.37,2.170379256
2003/4/23,919.02,0.839395635
2003/4/24,911.43,-0.825879741
2003/4/25,898.81,-1.384637328
2003/4/28,914.84,1.783469254
2003/4/29,917.84,0.327926195
2003/4/30,916.92,-0.100235335
2003/5/1,916.3,-0.067617677
2003/5/2,930.08,1.503874277
2003/5/5,926.55,-0.379537244
2003/5/6,934.39,0.846149695
2003/5/7,929.62,-0.510493477
2003/5/8,920.27,-1.005787311
2003/5/9,933.41,1.427841829
2003/5/12,945.11,1.253468465
2003/5/13,942.3,-0.297319889
2003/5/14,939.28,-0.320492412
2003/5/15,946.67,0.786772847
2003/5/16,944.3,-0.250351231
2003/5/19,920.77,-2.491792862
2003/5/20,919.73,-0.112948945
2003/5/21,923.42,0.401204701
2003/5/22,931.87,0.915076563
2003/5/23,933.22,0.144869993
2003/5/27,951.48,1.956666167
2003/5/28,953.22,0.182872998
2003/5/29,949.64,-0.375569124
2003/5/30,963.59,1.468977718
2003/6/2,967,0.353884951
2003/6/3,971.56,0.471561531
2003/6/4,986.24,1.510972045
2003/6/5,990.14,0.395441272
2003/6/6,987.76,-0.240370049
2003/6/9,975.93,-1.19765935
2003/6/10,984.84,0.912975316
2003/6/11,997.48,1.283457211
2003/6/12,998.51,0.103260216
2003/6/13,988.61,-0.991477301
2003/6/16,1010.74,2.238496475
2003/6/17,1011.66,0.091022419
2003/6/18,1010.09,-0.155190479
2003/6/19,994.7,-1.523626608
2003/6/20,995.69,0.099527496
2003/6/23,981.64,-1.411081762
2003/6/24,983.45,0.184385314
2003/6/25,975.32,-0.82668158
2003/6/26,985.82,1.076569741
2003/6/27,976.22,-0.973808606
2003/6/30,974.5,-0.176189793
2003/7/1,982.32,0.802462801
2003/7/2,993.75,1.163571952
2003/7/3,985.7,-0.810062893
2003/7/7,1004.42,1.899157959
2003/7/8,1007.84,0.340495012
2003/7/9,1002.21,-0.558620416
2003/7/10,988.7,-1.348020874
2003/7/11,998.14,0.954789117
2003/7/14,1003.86,0.573065903
2003/7/15,1000.42,-0.342677266
2003/7/16,994,-0.641730473
2003/7/17,981.73,-1.234406439
2003/7/18,993.32,1.180568996
2003/7/21,978.8,-1.461764587
2003/7/22,988.11,0.951164691
2003/7/23,988.61,0.050601654
2003/7/24,981.6,-0.70907638
2003/7/25,998.68,1.7400163
2003/7/28,996.52,-0.216285497
2003/7/29,989.28,-0.726528319
2003/7/30,987.49,-0.180939673
2003/7/31,990.31,0.285572512
2003/8/1,980.15,-1.025941372
2003/8/4,982.82,0.272407285
2003/8/5,965.46,-1.766345821
2003/8/6,967.08,0.167795662
2003/8/7,974.12,0.727964594
2003/8/8,977.59,0.356218946
2003/8/11,980.59,0.306877116
2003/8/12,990.35,0.995319145
2003/8/13,984.03,-0.638158227
2003/8/14,990.51,0.658516509
2003/8/15,990.67,0.016153295
2003/8/18,999.74,0.915542007
2003/8/19,1002.35,0.261067878
2003/8/20,1000.3,-0.204519379
2003/8/21,1003.28,0.297910627
2003/8/22,993.06,-1.018658799
2003/8/25,993.71,0.065454253
2003/8/26,996.73,0.303911604
2003/8/27,996.79,0.006019684
2003/8/28,1002.84,0.606948304
2003/8/29,1008.01,0.515535878
2003/9/2,1021.99,1.386891003
2003/9/3,1026.27,0.418790791
2003/9/4,1027.97,0.165648416
2003/9/5,1021.39,-0.640096501
2003/9/8,1031.64,1.003534399
2003/9/9,1023.17,-0.821022837
2003/9/10,1010.92,-1.197259497
2003/9/11,1016.42,0.544058877
2003/9/12,1018.63,0.217429803
2003/9/15,1014.81,-0.375013499
2003/9/16,1029.32,1.429824302
2003/9/17,1025.97,-0.325457584
2003/9/18,1039.58,1.326549509
2003/9/19,1036.3,-0.315512034
2003/9/22,1022.82,-1.300781627
2003/9/23,1029.03,0.607144952
2003/9/24,1009.38,-1.909565319
2003/9/25,1003.27,-0.605322079
2003/9/26,996.85,-0.639907502
2003/9/29,1006.58,0.976074635
2003/9/30,995.97,-1.054064257
2003/10/1,1018.22,2.234003032
2003/10/2,1020.24,0.198385418
2003/10/3,1029.85,0.941935231
2003/10/6,1034.35,0.436956838
2003/10/7,1039.25,0.473727462
2003/10/8,1033.78,-0.526341111
2003/10/9,1038.73,0.478825282
2003/10/10,1038.06,-0.064501844
2003/10/13,1045.35,0.702271545
2003/10/14,1049.48,0.395082987
2003/10/15,1046.76,-0.259175973
2003/10/16,1050.07,0.316213841
2003/10/17,1039.32,-1.023741274
2003/10/20,1044.68,0.515721818
2003/10/21,1046.03,0.129226175
2003/10/22,1030.36,-1.498044989
2003/10/23,1033.77,0.330952289
2003/10/24,1028.91,-0.470123915
2003/10/27,1031.13,0.215762312
2003/10/28,1046.79,1.518722179
2003/10/29,1048.11,0.126099791
2003/10/30,1046.94,-0.111629505
2003/10/31,1050.71,0.360097045
2003/11/3,1059.02,0.790893777
2003/11/4,1053.25,-0.544843346
2003/11/5,1051.81,-0.136719677
2003/11/6,1058.05,0.593263042
2003/11/7,1053.21,-0.4574453
2003/11/10,1047.11,-0.57918174
2003/11/11,1046.57,-0.051570513
2003/11/12,1058.56,1.145647209
2003/11/13,1058.41,-0.014170193
2003/11/14,1050.35,-0.761519638
2003/11/17,1043.63,-0.639786738
2003/11/18,1034.15,-0.908367908
2003/11/19,1042.44,0.801624523
2003/11/20,1033.65,-0.843213998
2003/11/21,1035.28,0.15769361
2003/11/24,1052.08,1.622749401
2003/11/25,1053.89,0.172040149
2003/11/26,1058.45,0.432682728
2003/11/28,1058.2,-0.023619444
2003/12/1,1070.12,1.126441126
2003/12/2,1066.62,-0.327066123
2003/12/3,1064.73,-0.177195252
2003/12/4,1069.72,0.468663417
2003/12/5,1061.5,-0.768425382
2003/12/8,1069.3,0.734809232
2003/12/9,1060.18,-0.852894417
2003/12/10,1059.05,-0.106585674
2003/12/11,1071.21,1.148198857
2003/12/12,1074.14,0.273522465
2003/12/15,1068.04,-0.567896177
2003/12/16,1075.13,0.663832815
2003/12/17,1076.48,0.125566211
2003/12/18,1089.18,1.179771106
2003/12/19,1088.67,-0.046824216
2003/12/22,1092.94,0.392221702
2003/12/23,1096.02,0.281808699
2003/12/24,1094.04,-0.180653638
2003/12/26,1095.89,0.169098022
2003/12/29,1109.48,1.240087965
2003/12/30,1109.64,0.01442117
2003/12/31,1111.92,0.205472045
2004/1/2,1108.48,-0.309374775
2004/1/5,1122.22,1.239535219
2004/1/6,1123.67,0.129208177
2004/1/7,1126.33,0.236724305
2004/1/8,1131.92,0.496302149
2004/1/9,1121.86,-0.888755389
2004/1/12,1127.23,0.478669353
2004/1/13,1121.22,-0.53316537
2004/1/14,1130.52,0.829453631
2004/1/15,1132.05,0.135335952
2004/1/16,1139.83,0.687248796
2004/1/20,1138.77,-0.092996324
2004/1/21,1147.62,0.777154298
2004/1/22,1143.94,-0.320663634
2004/1/23,1141.55,-0.208927042
2004/1/26,1155.37,1.210634663
2004/1/27,1144.05,-0.979772714
2004/1/28,1128.48,-1.360954504
2004/1/29,1134.12,0.499787325
2004/1/30,1131.13,-0.263640532
2004/2/2,1135.26,0.365121604
2004/2/3,1136.03,0.067825872
2004/2/4,1126.53,-0.836245522
2004/2/5,1128.59,0.182862418
2004/2/6,1142.76,1.255548959
2004/2/9,1139.81,-0.258146942
2004/2/10,1145.54,0.502715365
2004/2/11,1157.76,1.066745814
2004/2/12,1152.11,-0.488011332
2004/2/13,1145.81,-0.546822786
2004/2/17,1156.99,0.97572896
2004/2/18,1151.82,-0.446849152
2004/2/19,1147.06,-0.413259016
2004/2/20,1144.11,-0.257179223
2004/2/23,1140.99,-0.272701051
2004/2/24,1139.09,-0.166522055
2004/2/25,1143.67,0.402075341
2004/2/26,1144.91,0.108422884
2004/2/27,1144.94,0.002620293
2004/3/1,1155.96,0.962495851
2004/3/2,1149.1,-0.59344614
2004/3/3,1151.04,0.168827778
2004/3/4,1154.88,0.333611343
2004/3/5,1156.87,0.172312275
2004/3/8,1147.21,-0.835011713
2004/3/9,1140.58,-0.577923833
2004/3/10,1123.89,-1.463290607
2004/3/11,1106.78,-1.522390981
2004/3/12,1120.57,1.245956739
2004/3/15,1104.49,-1.434983981
2004/3/16,1110.7,0.56225045
2004/3/17,1123.75,1.174934726
2004/3/18,1122.32,-0.127252503
2004/3/19,1109.78,-1.117328391
2004/3/22,1095.4,-1.295752311
2004/3/23,1093.95,-0.132371736
2004/3/24,1091.33,-0.239499063
2004/3/25,1109.19,1.636535237
2004/3/26,1108.06,-0.101876144
2004/3/29,1122.47,1.300471094
2004/3/30,1127,0.40357426
2004/3/31,1126.21,-0.070097604
2004/4/1,1132.17,0.529208585
2004/4/2,1141.81,0.851462236
2004/4/5,1150.57,0.76720295
2004/4/6,1148.16,-0.209461397
2004/4/7,1140.53,-0.664541527
2004/4/8,1139.32,-0.106091028
2004/4/12,1145.2,0.516097321
2004/4/13,1129.44,-1.376178833
2004/4/14,1128.17,-0.112445106
2004/4/15,1128.84,0.059388213
2004/4/16,1134.61,0.511144183
2004/4/19,1135.82,0.106644574
2004/4/20,1118.15,-1.555704249
2004/4/21,1124.09,0.531234629
2004/4/22,1139.93,1.409139838
2004/4/23,1140.6,0.058775539
2004/4/26,1135.53,-0.444502893
2004/4/27,1138.11,0.227206679
2004/4/28,1122.41,-1.379480015
2004/4/29,1113.89,-0.759080906
2004/4/30,1107.31,-0.590722603
2004/5/3,1117.49,0.91934508
2004/5/4,1119.55,0.184341694
2004/5/5,1121.53,0.176856773
2004/5/6,1113.99,-0.672295882
2004/5/7,1098.7,-1.372543739
2004/5/10,1087.12,-1.053972877
2004/5/11,1095.45,0.766244757
2004/5/12,1097.28,0.167054635
2004/5/13,1096.44,-0.076552931
2004/5/14,1095.7,-0.067491153
2004/5/17,1084.1,-1.058683946
2004/5/18,1091.49,0.681671433
2004/5/19,1088.69,-0.256530064
2004/5/20,1089.19,0.045926756
2004/5/21,1093.56,0.401215582
2004/5/24,1095.41,0.169172245
2004/5/25,1113.05,1.61035594
2004/5/26,1114.94,0.169803693
2004/5/27,1121.28,0.568640465
2004/5/28,1120.68,-0.053510274
2004/6/1,1121.2,0.0464004
2004/6/2,1124.99,0.338030681
2004/6/3,1116.64,-0.74222882
2004/6/4,1122.5,0.524788652
2004/6/7,1140.42,1.596436526
2004/6/8,1142.18,0.154329107
2004/6/9,1131.33,-0.949937838
2004/6/10,1136.47,0.454332511
2004/6/14,1125.29,-0.983747921
2004/6/15,1132.01,0.597179394
2004/6/16,1133.56,0.136924585
2004/6/17,1132.05,-0.133208652
2004/6/18,1135.02,0.262355903
2004/6/21,1130.3,-0.415851703
2004/6/22,1134.41,0.363620278
2004/6/23,1144.06,0.850662459
2004/6/24,1140.65,-0.29806129
2004/6/25,1134.43,-0.545303117
2004/6/28,1133.35,-0.095201996
2004/6/29,1136.2,0.25146689
2004/6/30,1140.84,0.408378807
2004/7/1,1128.94,-1.043091056
2004/7/2,1125.38,-0.315340054
2004/7/6,1116.21,-0.814835878
2004/7/7,1118.33,0.189928418
2004/7/8,1109.11,-0.82444359
2004/7/9,1112.81,0.333600815
2004/7/12,1114.35,0.138388404
2004/7/13,1115.14,0.070893346
2004/7/14,1111.47,-0.329106659
2004/7/15,1106.69,-0.43006109
2004/7/16,1101.4,-0.47800197
2004/7/19,1100.91,-0.044488832
2004/7/20,1108.67,0.704871425
2004/7/21,1093.88,-1.334030866
2004/7/22,1096.85,0.271510586
2004/7/23,1086.2,-0.970962301
2004/7/26,1084.07,-0.196096483
2004/7/27,1094.83,0.992555831
2004/7/28,1095.42,0.053889645
2004/7/29,1100.43,0.457358821
2004/7/30,1101.72,0.117226902
2004/8/2,1106.62,0.444759104
2004/8/3,1099.69,-0.626231227
2004/8/4,1098.63,-0.096390801
2004/8/5,1080.7,-1.632032622
2004/8/6,1063.97,-1.548070695
2004/8/9,1065.22,0.117484516
2004/8/10,1079.04,1.297384578
2004/8/11,1075.8,-0.300266904
2004/8/12,1063.23,-1.168432794
2004/8/13,1064.8,0.147663253
2004/8/16,1079.34,1.365514651
2004/8/17,1081.71,0.219578631
2004/8/18,1095.17,1.244326113
2004/8/19,1091.23,-0.359761498
2004/8/20,1098.35,0.65247473
